tconst,ordering,nconst,category,job,characters
tt1411697,7,nm0035905,writer,written by,\N
tt1411697,8,nm0524190,writer,characters,\N
tt1411697,9,nm0601859,writer,characters,\N
tt1424381,10,nm0042882,producer,producer,\N
tt1424381,1,nm0004778,actor,\N,"[""Royce""]"
tt1424381,2,nm0000401,actor,\N,"[""Ronald Noland""]"
tt1424381,3,nm0333410,actor,\N,"[""Edwin""]"
tt1424381,4,nm0103797,actress,\N,"[""Isabelle""]"
tt1424381,5,nm0030735,director,\N,\N
tt1424381,6,nm0514821,writer,written by,\N
tt1424381,7,nm3360218,writer,written by,\N
tt1424381,8,nm0859029,writer,characters,\N
tt1424381,9,nm0859049,writer,characters,\N
tt1428538,10,nm0570912,producer,producer,\N
tt1428538,1,nm0719637,actor,\N,"[""Hansel""]"
tt1428538,2,nm2605345,actress,\N,"[""Gretel""]"
tt1428538,3,nm0001780,actor,\N,"[""Sheriff Berringer""]"
tt1428538,4,nm0000463,actress,\N,"[""Muriel""]"
tt1428538,5,nm2482088,director,\N,\N
tt1428538,6,nm0342278,writer,fairy tale,\N
tt1428538,7,nm0342303,writer,fairy tale,\N
tt1428538,8,nm0002071,producer,producer,\N
tt1428538,9,nm0004927,producer,producer,\N
tt1430132,10,nm0001937,composer,\N,\N
tt1430132,1,nm0413168,actor,\N,"[""Logan""]"
tt1430132,2,nm0498449,actor,\N,"[""Harada""]"
tt1430132,3,nm5148840,actress,\N,"[""Mariko""]"
tt1430132,4,nm3822462,actress,\N,"[""Yukio""]"
tt1430132,5,nm0003506,director,\N,\N
tt1430132,6,nm0093560,writer,screenplay,\N
tt1430132,7,nm0291082,writer,screenplay,\N
tt1430132,8,nm0404446,producer,producer,\N
tt1430132,9,nm0795682,producer,producer,\N
tt1431045,10,nm0432725,composer,\N,\N
tt1431045,1,nm0005351,actor,\N,"[""Wade"",""Deadpool""]"
tt1431045,2,nm1072555,actress,\N,"[""Vanessa""]"
tt1431045,3,nm2554352,actor,\N,"[""Weasel""]"
tt1431045,4,nm4534098,actor,\N,"[""Ajax""]"
tt1431045,5,nm1783265,director,\N,\N
tt1431045,6,nm1014201,writer,written by,\N
tt1431045,7,nm1116660,writer,written by,\N
tt1431045,8,nm1334526,producer,producer,\N
tt1431045,9,nm0795682,producer,producer,\N
tt1436562,10,nm0893262,writer,screenplay by,\N
tt1436562,1,nm0251986,actor,\N,"[""Blu""]"
tt1436562,2,nm0004266,actress,\N,"[""Jewel""]"
tt1436562,3,nm0520064,actor,\N,"[""Rafael""]"
tt1436562,4,nm0228327,actress,\N,"[""Mother Bird""]"
tt1436562,5,nm0757858,director,\N,\N
tt1436562,6,nm0427993,writer,story by,\N
tt1436562,7,nm5333675,writer,story by,\N
tt1436562,8,nm0722610,writer,screenplay by,\N
tt1436562,9,nm0827985,writer,screenplay by,\N
tt1440129,10,nm0376416,producer,producer,\N
tt1440129,1,nm0002907,actor,\N,"[""Commander Stone Hopper""]"
tt1440129,2,nm2395937,actress,\N,"[""Sam""]"
tt1440129,3,nm0000553,actor,\N,"[""Admiral Shane""]"
tt1440129,4,nm1982597,actress,\N,"[""Petty Officer Cora 'Weps' Raikes""]"
tt1440129,5,nm0000916,director,\N,\N
tt1440129,6,nm0388377,writer,written by,\N
tt1440129,7,nm0388375,writer,written by,\N
tt1440129,8,nm2583828,producer,producer,\N
tt1440129,9,nm2131060,producer,producer,\N
tt1446714,10,nm0318429,producer,producer,\N
tt1446714,1,nm0636426,actress,\N,"[""Elizabeth Shaw""]"
tt1446714,2,nm1334869,actor,\N,"[""Charlie Holloway""]"
tt1446714,3,nm1055413,actor,\N,"[""David""]"
tt1446714,4,nm0000234,actress,\N,"[""Meredith Vickers""]"
tt1446714,5,nm0000631,director,\N,\N
tt1446714,6,nm3123612,writer,written by,\N
tt1446714,7,nm0511541,writer,written by,\N
tt1446714,8,nm0639321,writer,based on elements created by,\N
tt1446714,9,nm0795953,writer,based on elements created by,\N
tt1453405,10,nm0435457,cinematographer,director of photography: lighting,\N
tt1453405,1,nm0000345,actor,\N,"[""Mike""]"
tt1453405,2,nm0000422,actor,\N,"[""Sullivan""]"
tt1453405,3,nm0000114,actor,\N,"[""Randy""]"
tt1453405,4,nm0000545,actress,\N,"[""Dean Hardscrabble""]"
tt1453405,5,nm0768959,director,\N,\N
tt1453405,6,nm0314870,writer,story by,\N
tt1453405,7,nm0047916,writer,story by,\N
tt1453405,8,nm0706032,producer,producer,\N
tt1453405,9,nm0005271,composer,\N,\N
tt1454029,10,nm0002353,composer,\N,\N
tt1454029,1,nm0205626,actress,\N,"[""Aibileen Clark""]"
tt1454029,2,nm1297015,actress,\N,"[""Skeeter Phelan""]"
tt1454029,3,nm0818055,actress,\N,"[""Minny Jackson""]"
tt1454029,4,nm0397171,actress,\N,"[""Hilly Holbrook""]"
tt1454029,5,nm0853238,director,\N,\N
tt1454029,6,nm3543826,writer,novel,\N
tt1454029,7,nm0055431,producer,producer,\N
tt1454029,8,nm0001060,producer,producer,\N
tt1454029,9,nm0337676,producer,producer,\N
tt1454468,10,nm0002747,editor,\N,\N
tt1454468,1,nm0000113,actress,\N,"[""Ryan Stone""]"
tt1454468,2,nm0000123,actor,\N,"[""Matt Kowalski""]"
tt1454468,3,nm0000438,actor,\N,"[""Mission Control""]"
tt1454468,4,nm1241511,actor,\N,"[""Aningaaq""]"
tt1454468,5,nm0190859,director,\N,\N
tt1454468,6,nm0190861,writer,written by,\N
tt1454468,7,nm0382268,producer,producer,\N
tt1454468,8,nm1888527,composer,\N,\N
tt1454468,9,nm0523881,cinematographer,director of photography,\N
tt1457767,10,nm0755911,producer,producer,\N
tt1457767,1,nm0933940,actor,\N,"[""Ed Warren""]"
tt1457767,2,nm0267812,actress,\N,"[""Lorraine Warren""]"
tt1457767,3,nm0515296,actor,\N,"[""Roger Perron""]"
tt1457767,4,nm0000666,actress,\N,"[""Carolyn Perron""]"
tt1457767,5,nm1490123,director,\N,\N
tt1457767,6,nm0370937,writer,written by,\N
tt1457767,7,nm0370928,writer,written by,\N
tt1457767,8,nm0184620,producer,producer,\N
tt1457767,9,nm0220533,producer,producer,\N
tt1458175,10,nm0637602,producer,producer,\N
tt1458175,1,nm0000128,actor,\N,"[""John Brennan""]"
tt1458175,2,nm0006969,actress,\N,"[""Lara Brennan""]"
tt1458175,3,nm0000553,actor,\N,"[""Damon Pennington""]"
tt1458175,4,nm0119633,actor,\N,"[""Mick Brennan""]"
tt1458175,5,nm0353673,director,\N,\N
tt1458175,6,nm0146991,writer,"screenplay ""Pour elle""",\N
tt1458175,7,nm3280198,writer,"screenplay ""Pour elle""",\N
tt1458175,8,nm0216635,producer,producer,\N
tt1458175,9,nm0592945,producer,producer,\N
tt1464335,10,nm4731086,writer,screen story by,\N
tt1464335,1,nm4043618,actor,\N,"[""Nathan Drake""]"
tt1464335,2,nm0000242,actor,\N,"[""Victor Sullivan""]"
tt1464335,3,nm0000104,actor,\N,"[""Santiago Moncada""]"
tt1464335,4,nm1496115,actress,\N,"[""Chloe Frazer""]"
tt1464335,5,nm0281508,director,\N,\N
tt1464335,6,nm1988994,writer,screenplay by,\N
tt1464335,7,nm1436466,writer,screenplay by,\N
tt1464335,8,nm0391344,writer,screenplay by,\N
tt1464335,9,nm2616125,writer,screen story by,\N
tt1464540,10,nm0294580,writer,novel,\N
tt1464540,1,nm1641117,actor,\N,"[""John""]"
tt1464540,2,nm0648249,actor,\N,"[""Henri""]"
tt1464540,3,nm1872698,actress,\N,"[""Sarah""]"
tt1464540,4,nm1954240,actress,\N,"[""Number 6""]"
tt1464540,5,nm0142286,director,\N,\N
tt1464540,6,nm0332184,writer,screenplay,\N
tt1464540,7,nm0587692,writer,screenplay,\N
tt1464540,8,nm0637497,writer,screenplay,\N
tt1464540,9,nm3787416,writer,novel,\N
tt1469304,10,nm0740115,writer,story by,\N
tt1469304,1,nm0425005,actor,\N,"[""Mitch Buchannon""]"
tt1469304,2,nm1374980,actor,\N,"[""Matt Brody""]"
tt1469304,3,nm1275259,actress,\N,"[""Summer Quinn""]"
tt1469304,4,nm1231899,actress,\N,"[""Victoria Leeds""]"
tt1469304,5,nm1164861,director,\N,\N
tt1469304,6,nm0075276,writer,"based on the series ""Baywatch"" created by",\N
tt1469304,7,nm0777209,writer,"based on the series ""Baywatch"" created by",\N
tt1469304,8,nm0093748,writer,"based on the series ""Baywatch"" created by",\N
tt1469304,9,nm0771065,writer,story by,\N
tt1477834,10,nm0918816,writer,Aquaman created by,\N
tt1477834,1,nm0597388,actor,\N,"[""Arthur""]"
tt1477834,2,nm1720028,actress,\N,"[""Mera""]"
tt1477834,3,nm0000353,actor,\N,"[""Vulko""]"
tt1477834,4,nm0933940,actor,\N,"[""King Orm""]"
tt1477834,5,nm1490123,director,\N,\N
tt1477834,6,nm0424901,writer,screenplay by,\N
tt1477834,7,nm3263825,writer,screenplay by,\N
tt1477834,8,nm0424315,writer,story by,\N
tt1477834,9,nm3542504,writer,Aquaman created by,\N
tt1478338,10,nm0028787,composer,\N,\N
tt1478338,1,nm1325419,actress,\N,"[""Annie""]"
tt1478338,2,nm0748973,actress,\N,"[""Lillian""]"
tt1478338,3,nm0126284,actress,\N,"[""Helen""]"
tt1478338,4,nm0187719,actor,\N,"[""Boot Camp Instructor""]"
tt1478338,5,nm0082450,director,\N,\N
tt1478338,6,nm1754239,writer,written by,\N
tt1478338,7,nm0031976,producer,producer,\N
tt1478338,8,nm0578814,producer,producer,\N
tt1478338,9,nm0870106,producer,producer,\N
tt1483013,10,nm0376416,producer,producer,\N
tt1483013,1,nm0000129,actor,\N,"[""Jack""]"
tt1483013,2,nm0000151,actor,\N,"[""Beech""]"
tt1483013,3,nm2057859,actress,\N,"[""Victoria""]"
tt1483013,4,nm1385871,actress,\N,"[""Julia""]"
tt1483013,5,nm2676052,director,\N,\N
tt1483013,6,nm2244980,writer,screenplay,\N
tt1483013,7,nm1578335,writer,screenplay,\N
tt1483013,8,nm1858656,producer,producer,\N
tt1483013,9,nm1249995,producer,producer,\N
tt1485796,10,nm0867768,producer,producer,\N
tt1485796,1,nm0413168,actor,\N,"[""P.T. Barnum""]"
tt1485796,2,nm0931329,actress,\N,"[""Charity Barnum""]"
tt1485796,3,nm1374980,actor,\N,"[""Phillip Carlyle""]"
tt1485796,4,nm3918035,actress,\N,"[""Anne Wheeler""]"
tt1485796,5,nm1243905,director,\N,\N
tt1485796,6,nm0081081,writer,screenplay by,\N
tt1485796,7,nm0174374,writer,screenplay by,\N
tt1485796,8,nm1858656,producer,producer,\N
tt1485796,9,nm0548257,producer,producer,\N
tt1489889,10,nm0835959,producer,producer,\N
tt1489889,1,nm0425005,actor,\N,"[""Bob Stone""]"
tt1489889,2,nm0366389,actor,\N,"[""Calvin Joyner""]"
tt1489889,3,nm0630379,actress,\N,"[""Maggie""]"
tt1489889,4,nm0752407,actress,\N,"[""Agent Pamela Harris""]"
tt1489889,5,nm1098493,director,\N,\N
tt1489889,6,nm0054697,writer,screenplay,\N
tt1489889,7,nm2811682,writer,screenplay,\N
tt1489889,8,nm0288202,producer,producer,\N
tt1489889,9,nm1213782,producer,producer,\N
tt1490017,10,nm9204084,writer,based on LEGO Construction Toys created by,\N
tt1490017,1,nm0695435,actor,\N,"[""Emmet Brickowski""]"
tt1490017,2,nm0002071,actor,\N,"[""Lord Business"",""President Business"",""The Man Upstairs""]"
tt1490017,3,nm0006969,actress,\N,"[""Wyldstyle"",""Lucy""]"
tt1490017,4,nm0004715,actor,\N,"[""Batman"",""Bruce Wayne""]"
tt1490017,5,nm0520488,director,\N,\N
tt1490017,6,nm0588087,director,\N,\N
tt1490017,7,nm1087952,writer,story by,\N
tt1490017,8,nm1156984,writer,story by,\N
tt1490017,9,nm9204083,writer,based on LEGO Construction Toys created by,\N
tt1499658,10,nm0827731,producer,producer,\N
tt1499658,1,nm0000867,actor,\N,"[""Nick Hendricks""]"
tt1499658,2,nm0206359,actor,\N,"[""Dale Arbus""]"
tt1499658,3,nm0837177,actor,\N,"[""Kurt Buckman""]"
tt1499658,4,nm2528248,actor,\N,"[""Thomas, Head of Security""]"
tt1499658,5,nm1164861,director,\N,\N
tt1499658,6,nm0002864,writer,screenplay,\N
tt1499658,7,nm0197855,writer,screenplay,\N
tt1499658,8,nm0326246,writer,screenplay,\N
tt1499658,9,nm0711840,producer,producer,\N
tt1504320,10,nm0006035,composer,\N,\N
tt1504320,1,nm0000147,actor,\N,"[""King George VI""]"
tt1504320,2,nm0001691,actor,\N,"[""Lionel Logue""]"
tt1504320,3,nm0000307,actress,\N,"[""Queen Elizabeth""]"
tt1504320,4,nm0001394,actor,\N,"[""Archbishop Cosmo Lang""]"
tt1504320,5,nm0393799,director,\N,\N
tt1504320,6,nm0782436,writer,screenplay,\N
tt1504320,7,nm2096617,producer,producer,\N
tt1504320,8,nm0792431,producer,producer,\N
tt1504320,9,nm1060902,producer,producer,\N
tt15097216,10,nm5701899,editor,\N,\N
tt15097216,1,nm1421814,actor,\N,"[""Chandru""]"
tt15097216,2,nm7934649,actress,\N,"[""Senggeni""]"
tt15097216,3,nm8904193,actor,\N,"[""Rajakannu""]"
tt15097216,4,nm8135195,actress,\N,"[""Maithra""]"
tt15097216,5,nm4377096,director,\N,\N
tt15097216,6,nm13222819,writer,hindi dialogue,\N
tt15097216,7,nm0433392,producer,producer,\N
tt15097216,8,nm6353027,composer,\N,\N
tt15097216,9,nm3591972,cinematographer,\N,\N
tt1515091,10,nm1469853,producer,producer,\N
tt1515091,1,nm0000375,actor,\N,"[""Sherlock Holmes""]"
tt1515091,2,nm0000179,actor,\N,"[""Dr. John Watson""]"
tt1515091,3,nm0364813,actor,\N,"[""Professor James Moriarty""]"
tt1515091,4,nm1046097,actress,\N,"[""Irene Adler""]"
tt1515091,5,nm0005363,director,\N,\N
tt1515091,6,nm1802251,writer,written by,\N
tt1515091,7,nm0612487,writer,written by,\N
tt1515091,8,nm0236279,writer,characters,\N
tt1515091,9,nm1206265,producer,producer,\N
tt1517268,10,nm1053148,composer,\N,\N
tt1517268,1,nm3053338,actress,\N,"[""Barbie""]"
tt1517268,2,nm0331516,actor,\N,"[""Ken""]"
tt1517268,3,nm4793987,actress,\N,"[""Barbie""]"
tt1517268,4,nm0571952,actress,\N,"[""Barbie""]"
tt1517268,5,nm1950086,director,\N,\N
tt1517268,6,nm0000876,writer,written by,\N
tt1517268,7,nm3943537,producer,producer,\N
tt1517268,8,nm0107509,producer,producer,\N
tt1517268,9,nm0382268,producer,producer,\N
tt1517451,10,nm0682757,writer,based on the 1976 screenplay by,\N
tt1517451,1,nm3078932,actress,\N,"[""Ally""]"
tt1517451,2,nm0177896,actor,\N,"[""Jack""]"
tt1517451,3,nm0000385,actor,\N,"[""Bobby""]"
tt1517451,4,nm0342399,actor,\N,"[""Phil (Jack's Driver)""]"
tt1517451,5,nm0744839,writer,screenplay by,\N
tt1517451,6,nm3391497,writer,screenplay by,\N
tt1517451,7,nm0366454,writer,based on the 1954 screenplay by,\N
tt1517451,8,nm0242869,writer,based on the 1976 screenplay by,\N
tt1517451,9,nm0225820,writer,based on the 1976 screenplay by,\N
tt15327088,10,nm7872012,producer,producer,\N
tt15327088,1,nm6142895,actor,\N,"[""Kaadubettu Shiva"",""Shiva's Father""]"
tt15327088,2,nm3132784,actor,\N,"[""Murali""]"
tt15327088,3,nm5724719,actor,\N,"[""Devendra Suttooru""]"
tt15327088,4,nm11354885,actress,\N,"[""Leela""]"
tt15327088,5,nm14127654,writer,co-writer,\N
tt15327088,6,nm9650707,writer,co-writer,\N
tt15327088,7,nm9924848,writer,co-writer,\N
tt15327088,8,nm8833077,writer,co-writer,\N
tt15327088,9,nm8918477,writer,co-writer,\N
tt1535108,10,nm1026592,editor,\N,\N
tt1535108,1,nm0000354,actor,\N,"[""Max""]"
tt1535108,2,nm0000149,actress,\N,"[""Delacourt""]"
tt1535108,3,nm1663205,actor,\N,"[""Kruger""]"
tt1535108,4,nm0103797,actress,\N,"[""Frey""]"
tt1535108,5,nm0088955,director,\N,\N
tt1535108,6,nm1088848,producer,producer,\N
tt1535108,7,nm1334526,producer,producer,\N
tt1535108,8,nm3375122,composer,\N,\N
tt1535108,9,nm1022001,cinematographer,director of photography,\N
tt1535109,10,nm0006894,producer,producer,\N
tt1535109,1,nm0000158,actor,\N,"[""Captain Richard Phillips""]"
tt1535109,2,nm5831542,actor,\N,"[""Muse""]"
tt1535109,3,nm5831543,actor,\N,"[""Bilal""]"
tt1535109,4,nm0001416,actress,\N,"[""Andrea Phillips""]"
tt1535109,5,nm0339030,director,\N,\N
tt1535109,6,nm0712753,writer,screenplay,\N
tt1535109,7,nm3697679,writer,"based upon the book ""A Captain's Duty: Somali Pirates, Navy SEALS, and Dangerous Days at Sea"" by",\N
tt1535109,8,nm5643170,writer,"based upon the book ""A Captain's Duty: Somali Pirates, Navy SEALS, and Dangerous Days at Sea"" by",\N
tt1535109,9,nm0116232,producer,producer,\N
tt15398776,10,nm3234869,composer,\N,\N
tt15398776,1,nm0614165,actor,\N,"[""J. Robert Oppenheimer""]"
tt15398776,2,nm1289434,actress,\N,"[""Kitty Oppenheimer""]"
tt15398776,3,nm0000354,actor,\N,"[""Leslie Groves""]"
tt15398776,4,nm0000375,actor,\N,"[""Lewis Strauss""]"
tt15398776,5,nm0634240,director,\N,\N
tt15398776,6,nm3284831,writer,based on the book by,\N
tt15398776,7,nm2452558,writer,based on the book by,\N
tt15398776,8,nm0746273,producer,producer,\N
tt15398776,9,nm0858799,producer,producer,\N
tt1542344,10,nm0006246,composer,\N,\N
tt1542344,1,nm0290556,actor,\N,"[""Aron Ralston""]"
tt1542344,2,nm0848554,actress,\N,"[""Megan""]"
tt1542344,3,nm0544718,actress,\N,"[""Kristi""]"
tt1542344,4,nm2505304,actor,\N,"[""Aron's Friend""]"
tt1542344,5,nm0000965,director,\N,\N
tt1542344,6,nm0064479,writer,screenplay,\N
tt1542344,7,nm1737008,writer,"book ""Between a Rock and a Hard Place""",\N
tt1542344,8,nm1384503,producer,producer,\N
tt1542344,9,nm0810478,producer,producer,\N
tt15501640,10,nm1166150,producer,producer,\N
tt15501640,1,nm0222426,actor,\N,"[""Vijay Salgaonkar""]"
tt15501640,2,nm0451379,actor,\N,"[""IGP Tarun Ahlawat""]"
tt15501640,3,nm0007102,actress,\N,"[""Meera Deshmukh""]"
tt15501640,4,nm1328152,actress,\N,"[""Nandini Salgaonkar""]"
tt15501640,5,nm2391751,director,\N,\N
tt15501640,6,nm2572228,writer,original screenplay,\N
tt15501640,7,nm6748282,writer,adapted screenplay,\N
tt15501640,8,nm13046996,producer,producer,\N
tt15501640,9,nm0474824,producer,producer,\N
tt1555149,10,nm0142464,cinematographer,\N,\N
tt1555149,1,nm0609944,actor,\N,"[""Roberto Nascimento""]"
tt1555149,2,nm2046691,actor,\N,"[""Diogo Fraga""]"
tt1555149,3,nm2386123,actor,\N,"[""Matias""]"
tt1555149,4,nm1141101,actor,\N,"[""Comandante Fábio""]"
tt1555149,5,nm0655683,director,\N,\N
tt1555149,6,nm1284081,writer,story,\N
tt1555149,7,nm1130251,writer,story,\N
tt1555149,8,nm0695038,producer,producer,\N
tt1555149,9,nm1338517,composer,\N,\N
tt1562872,10,nm0523415,composer,\N,\N
tt1562872,1,nm0004335,actor,\N,"[""Arjun Saluja""]"
tt1562872,2,nm1027719,actor,\N,"[""Imraan Qureshi""]"
tt1562872,3,nm1867717,actor,\N,"[""Kabir Dewan""]"
tt1562872,4,nm1229940,actress,\N,"[""Laila""]"
tt1562872,5,nm0015295,director,\N,\N
tt1562872,6,nm1030373,writer,story,\N
tt1562872,7,nm10360928,writer,story editor,\N
tt1562872,8,nm1032700,producer,producer,\N
tt1562872,9,nm0536708,composer,\N,\N
tt1564367,10,nm0054667,writer,French play,\N
tt1564367,1,nm0001191,actor,\N,"[""Danny""]"
tt1564367,2,nm0000098,actress,\N,"[""Katherine""]"
tt1564367,3,nm2395937,actress,\N,"[""Palmer""]"
tt1564367,4,nm0000173,actress,\N,"[""Devlin Adams""]"
tt1564367,5,nm0240797,director,\N,\N
tt1564367,6,nm1615610,writer,screenplay,\N
tt1564367,7,nm0000251,writer,screenplay,\N
tt1564367,8,nm0224634,writer,"screenplay ""Cactus Flower""",\N
tt1564367,9,nm0123242,writer,stage play,\N
tt1568346,10,nm0836673,producer,producer,\N
tt1568346,1,nm0185819,actor,\N,"[""Mikael Blomkvist""]"
tt1568346,2,nm1913734,actress,\N,"[""Lisbeth Salander""]"
tt1568346,3,nm0001626,actor,\N,"[""Henrik Vanger""]"
tt1568346,4,nm0001745,actor,\N,"[""Martin Vanger""]"
tt1568346,5,nm0000399,director,\N,\N
tt1568346,6,nm0001873,writer,screenplay by,\N
tt1568346,7,nm2297183,writer,"novel ""Män som hatar kvinnor""",\N
tt1568346,8,nm0149556,producer,producer,\N
tt1568346,9,nm0748784,producer,producer,\N
tt1570728,10,nm2943572,composer,\N,\N
tt1570728,1,nm0136797,actor,\N,"[""Cal""]"
tt1570728,2,nm0331516,actor,\N,"[""Jacob""]"
tt1570728,3,nm0000194,actress,\N,"[""Emily""]"
tt1570728,4,nm1297015,actress,\N,"[""Hannah""]"
tt1570728,5,nm0275629,director,\N,\N
tt1570728,6,nm0720135,director,\N,\N
tt1570728,7,nm1557594,writer,written by,\N
tt1570728,8,nm0224145,producer,producer,\N
tt1570728,9,nm0065100,composer,\N,\N
tt1587310,10,nm0670328,writer,"based on the motion picture ""Sleeping Beauty"", screenplay by",\N
tt1587310,1,nm0001401,actress,\N,"[""Maleficent""]"
tt1587310,2,nm1102577,actress,\N,"[""Aurora""]"
tt1587310,3,nm1663205,actor,\N,"[""Stefan""]"
tt1587310,4,nm0544334,actress,\N,"[""Flittle""]"
tt1587310,5,nm0834902,director,\N,\N
tt1587310,6,nm0941314,writer,screenplay by,\N
tt1587310,7,nm0674518,writer,"based on ""La Belle au bois dormant"" written by",\N
tt1587310,8,nm0052520,writer,"based on the motion picture ""Sleeping Beauty"", screenplay by",\N
tt1587310,9,nm0382548,writer,"based on the motion picture ""Sleeping Beauty"", screenplay by",\N
tt1588173,10,nm0001937,composer,\N,\N
tt1588173,1,nm0396558,actor,\N,"[""R""]"
tt1588173,2,nm1954240,actress,\N,"[""Julie""]"
tt1588173,3,nm0000518,actor,\N,"[""Grigio""]"
tt1588173,4,nm3006818,actress,\N,"[""Nora""]"
tt1588173,5,nm1349522,director,\N,\N
tt1588173,6,nm3772853,writer,based on the novel by,\N
tt1588173,7,nm0387674,producer,producer,\N
tt1588173,8,nm0509414,producer,producer,\N
tt1588173,9,nm0660295,producer,producer,\N
tt1591095,10,nm1177766,composer,\N,\N
tt1591095,1,nm0933940,actor,\N,"[""Josh Lambert""]"
tt1591095,2,nm0126284,actress,\N,"[""Renai Lambert""]"
tt1591095,3,nm1339223,actor,\N,"[""Dalton Lambert""]"
tt1591095,4,nm0005417,actress,\N,"[""Elise Rainier""]"
tt1591095,5,nm1490123,director,\N,\N
tt1591095,6,nm1191481,writer,written by,\N
tt1591095,7,nm0089658,producer,producer,\N
tt1591095,8,nm2305431,producer,producer,\N
tt1591095,9,nm2124081,producer,producer,\N
tt1596343,10,nm0743682,producer,producer,\N
tt1596343,1,nm0004874,actor,\N,"[""Dominic Toretto""]"
tt1596343,2,nm0908094,actor,\N,"[""Brian O'Conner""]"
tt1596343,3,nm0425005,actor,\N,"[""Hobbs""]"
tt1596343,4,nm0108287,actress,\N,"[""Mia""]"
tt1596343,5,nm0510912,director,\N,\N
tt1596343,6,nm0604555,writer,written by,\N
tt1596343,7,nm0860155,writer,characters,\N
tt1596343,8,nm0288202,producer,producer,\N
tt1596343,9,nm0605775,producer,producer,\N
tt1596363,10,nm0586969,producer,producer,\N
tt1596363,1,nm0000288,actor,\N,"[""Michael Burry""]"
tt1596363,2,nm0136797,actor,\N,"[""Mark Baum""]"
tt1596363,3,nm0331516,actor,\N,"[""Jared Vennett""]"
tt1596363,4,nm0000093,actor,\N,"[""Ben Rickert""]"
tt1596363,5,nm0570912,director,\N,\N
tt1596363,6,nm1017488,writer,screenplay by,\N
tt1596363,7,nm1034122,writer,based upon the book by,\N
tt1596363,8,nm0306890,producer,producer,\N
tt1596363,9,nm1250070,producer,producer,\N
tt1598778,10,nm0553498,composer,\N,\N
tt1598778,1,nm0000354,actor,\N,"[""Mitch Emhoff""]"
tt1598778,2,nm0000701,actress,\N,"[""Dr. Erin Mears""]"
tt1598778,3,nm0000179,actor,\N,"[""Alan Krumwiede""]"
tt1598778,4,nm0000569,actress,\N,"[""Beth Emhoff""]"
tt1598778,5,nm0001752,director,\N,\N
tt1598778,6,nm1994243,writer,written by,\N
tt1598778,7,nm0414423,producer,producer,\N
tt1598778,8,nm0787834,producer,producer,\N
tt1598778,9,nm0792049,producer,producer,\N
tt1599348,10,nm0669362,editor,\N,\N
tt1599348,1,nm0000243,actor,\N,"[""Tobin Frost""]"
tt1599348,2,nm0005351,actor,\N,"[""Matt Weston""]"
tt1599348,3,nm0001598,actor,\N,"[""Daniel Kiefer""]"
tt1599348,4,nm0267812,actress,\N,"[""Catherine Linklater""]"
tt1599348,5,nm1174251,director,\N,\N
tt1599348,6,nm1638756,writer,written by,\N
tt1599348,7,nm0835959,producer,producer,\N
tt1599348,8,nm1014697,composer,\N,\N
tt1599348,9,nm0005929,cinematographer,director of photography,\N
tt1601913,10,nm0834199,composer,\N,\N
tt1601913,1,nm0000553,actor,\N,"[""Ottway""]"
tt1601913,2,nm0000551,actor,\N,"[""Talget""]"
tt1601913,3,nm0342029,actor,\N,"[""Diaz""]"
tt1601913,4,nm1316767,actor,\N,"[""Henrick""]"
tt1601913,5,nm0138620,director,\N,\N
tt1601913,6,nm2259451,writer,screenplay,\N
tt1601913,7,nm0198467,producer,producer,\N
tt1601913,8,nm0509176,producer,producer,\N
tt1601913,9,nm0000631,producer,producer,\N
tt1605630,10,nm0956015,producer,producer,\N
tt1605630,1,nm0004755,actor,\N,"[""Jim""]"
tt1605630,2,nm0004989,actress,\N,"[""Michelle""]"
tt1605630,3,nm0005405,actor,\N,"[""Stifler""]"
tt1605630,4,nm0005098,actor,\N,"[""Oz""]"
tt1605630,5,nm1375358,director,\N,\N
tt1605630,6,nm1376383,director,\N,\N
tt1605630,7,nm0381221,writer,characters,\N
tt1605630,8,nm0601031,producer,producer,\N
tt1605630,9,nm0675013,producer,producer,\N
tt1605783,10,nm0503429,editor,\N,\N
tt1605783,1,nm0005562,actor,\N,"[""Gil""]"
tt1605783,2,nm1046097,actress,\N,"[""Inez""]"
tt1605783,3,nm0000870,actress,\N,"[""Gertrude Stein""]"
tt1605783,4,nm0298281,actor,\N,"[""John""]"
tt1605783,5,nm0000095,director,\N,\N
tt1605783,6,nm0036981,producer,producer,\N
tt1605783,7,nm1255565,producer,producer,\N
tt1605783,8,nm1008264,producer,producer,\N
tt1605783,9,nm0451787,cinematographer,director of photography,\N
tt1606378,10,nm0001937,composer,\N,\N
tt1606378,1,nm0000246,actor,\N,"[""John McClane""]"
tt1606378,2,nm2541974,actor,\N,"[""Jack McClane""]"
tt1606378,3,nm0462407,actor,\N,"[""Komarov""]"
tt1606378,4,nm0935541,actress,\N,"[""Lucy""]"
tt1606378,5,nm0601382,director,\N,\N
tt1606378,6,nm0940790,writer,written by,\N
tt1606378,7,nm0861636,writer,certain original characters by,\N
tt1606378,8,nm0324041,producer,producer,\N
tt1606378,9,nm1747215,producer,producer,\N
tt1606389,10,nm0053388,producer,producer,\N
tt1606389,1,nm1046097,actress,\N,"[""Paige""]"
tt1606389,2,nm1475594,actor,\N,"[""Leo""]"
tt1606389,3,nm0000554,actor,\N,"[""Bill Thornton""]"
